record_id;sole_id;timestamp;acc_x;acc_y;acc_z
0;2;1715769050865;112;0;1030
0;1;1715769050867;-88;-24;1010
0;2;1715769050880;112;0;1030
0;1;1715769050885;-85;-23;1012
0;2;1715769050898;110;-2;1027
0;1;1715769050901;-89;-25;1012
0;2;1715769050914;116;0;1025
0;1;1715769050917;-86;-27;1011
0;2;1715769050931;113;-1;1024
0;1;1715769050934;-88;-27;1006
0;2;1715769050948;113;0;1027
0;1;1715769050952;-89;-27;1007
0;2;1715769050964;116;0;1030
0;1;1715769050968;-88;-27;1014
0;2;1715769050982;112;0;1032
0;1;1715769050985;-87;-25;1015
0;2;1715769050999;112;-2;1032
0;1;1715769051002;-86;-25;1016
0;2;1715769051014;115;-4;1025
0;1;1715769051018;-85;-25;1018
0;2;1715769051032;112;-3;1024
0;1;1715769051035;-85;-30;1009
0;2;1715769051049;114;-2;1026
0;1;1715769051051;-90;-32;1004
0;2;1715769051065;114;-3;1029
0;1;1715769051068;-89;-30;1002
0;2;1715769051083;114;-1;1033
0;1;1715769051086;-85;-31;1005
0;2;1715769051098;112;-1;1035
0;1;1715769051101;-82;-29;1013
0;2;1715769051116;113;-5;1026
0;1;1715769051119;-87;-27;1019
0;2;1715769051133;111;-2;1024
0;1;1715769051136;-90;-32;1010
0;2;1715769051149;107;-2;1026
0;1;1715769051151;-91;-32;1005
0;2;1715769051163;111;-1;1026
0;1;1715769051169;-95;-32;1003
0;2;1715769051184;116;0;1028
0;1;1715769051185;-92;-31;1003
0;2;1715769051200;115;0;1029
0;1;1715769051201;-91;-29;1007
0;2;1715769051217;114;0;1028
0;1;1715769051219;-88;-27;1011
0;2;1715769051233;116;2;1035
0;1;1715769051234;-87;-29;1011
0;2;1715769051251;112;1;1036
0;1;1715769051252;-92;-28;1012
0;2;1715769051268;117;-4;1021
0;1;1715769051270;-94;-22;1012
0;2;1715769051284;109;-8;1017
0;1;1715769051285;-89;-28;1013
0;2;1715769051301;111;-7;1020
0;1;1715769051302;-88;-23;1014
0;2;1715769051317;114;-5;1023
0;1;1715769051319;-84;-29;1007
0;1;1715769051335;-88;-21;1008
0;2;1715769051335;114;0;1029
0;2;1715769051351;112;3;1035
0;1;1715769051352;-92;-19;1013
0;1;1715769051368;-94;-16;1008
0;2;1715769051368;110;2;1032
0;2;1715769051384;112;5;1030
0;1;1715769051386;-95;-16;1008
0;2;1715769051401;108;1;1025
0;1;1715769051402;-91;-18;1009
0;2;1715769051418;109;0;1027
0;1;1715769051419;-87;-24;1006
0;1;1715769051435;-83;-20;1004
0;2;1715769051435;113;7;1029
0;2;1715769051451;114;9;1029
0;1;1715769051453;-94;-14;1010
0;1;1715769051467;-95;-7;1011
0;2;1715769051468;119;10;1032
0;2;1715769051485;115;14;1025
0;1;1715769051486;-93;-7;1014
0;1;1715769051502;-89;-15;1008
0;2;1715769051502;112;13;1025
0;1;1715769051519;-91;-5;1002
0;2;1715769051519;118;17;1021
0;1;1715769051536;-98;4;1003
0;2;1715769051537;104;9;1017
0;1;1715769051552;-100;-2;1001
0;2;1715769051552;102;6;1023
0;2;1715769051570;110;23;1027
0;1;1715769051585;-86;-6;1013
0;2;1715769051586;112;26;1027
0;1;1715769051602;-96;4;1010
0;2;1715769051603;106;34;1029
0;1;1715769051619;-111;12;1000
0;2;1715769051620;98;22;1034
0;1;1715769051635;-100;9;1016
0;2;1715769051636;101;27;1030
0;1;1715769051652;-95;1;1018
0;2;1715769051654;120;44;1030
0;1;1715769051669;-106;7;1011
0;2;1715769051670;104;38;1031
0;1;1715769051685;-106;8;1013
0;2;1715769051686;107;37;1031
0;1;1715769051702;-109;8;1015
0;2;1715769051704;104;41;1030
0;1;1715769051720;-116;21;1007
0;2;1715769051721;103;39;1026
0;1;1715769051735;-106;13;1013
0;2;1715769051737;105;38;1029
0;1;1715769051753;-106;12;1013
0;2;1715769051755;105;41;1025
0;1;1715769051768;-106;23;1011
0;2;1715769051771;104;43;1023
0;1;1715769051786;-120;20;1008
0;2;1715769051788;103;36;1033
0;1;1715769051803;-113;24;1002
0;2;1715769051805;102;42;1025
0;1;1715769051819;-128;26;1001
0;2;1715769051821;104;45;1024
0;1;1715769051836;-113;27;1003
0;2;1715769051838;104;45;1023
0;1;1715769051851;-113;26;1002
0;2;1715769051856;103;47;1020
0;1;1715769051869;-120;39;988
0;2;1715769051872;107;49;1020
0;1;1715769051885;-124;32;1005
0;2;1715769051889;99;42;1030
0;1;1715769051902;-112;10;1026
0;2;1715769051905;104;48;1024
0;1;1715769051919;-112;5;1067
0;2;1715769051922;110;40;1027
0;1;1715769051935;-138;-7;1070
0;2;1715769051938;111;45;1028
0;1;1715769051952;-117;-12;1249
0;2;1715769051956;108;41;1026
0;1;1715769051970;-200;50;1758
0;2;1715769051972;110;42;1019
0;1;1715769051985;-140;36;1698
0;2;1715769051989;104;37;1031
0;1;1715769052003;-236;-25;1883
0;2;1715769052005;113;32;1028
0;1;1715769052018;-358;-38;1728
0;2;1715769052023;109;37;1030
0;1;1715769052035;-117;-37;1469
0;2;1715769052039;111;33;1027
0;1;1715769052053;-91;294;1161
0;2;1715769052056;107;37;1025
0;1;1715769052069;-448;894;1043
0;2;1715769052073;108;33;1024
0;1;1715769052086;-1336;1412;976
0;2;1715769052089;106;35;1028
0;1;1715769052101;-1254;1436;741
0;2;1715769052107;107;33;1036
0;1;1715769052119;-549;1612;605
0;2;1715769052123;110;29;1034
0;1;1715769052136;-638;1774;616
0;2;1715769052140;108;22;1026
0;1;1715769052151;-638;1795;657
0;2;1715769052158;111;21;1034
0;1;1715769052169;-344;1659;784
0;2;1715769052173;102;15;1028
0;1;1715769052186;-143;1433;995
0;2;1715769052191;103;20;1035
0;1;1715769052202;-75;1284;1129
0;2;1715769052208;107;12;1037
0;1;1715769052219;54;913;1444
0;2;1715769052224;117;5;1046
0;1;1715769052235;74;623;1647
0;2;1715769052241;124;-1;1046
0;1;1715769052252;171;341;1866
0;2;1715769052257;94;-8;1055
0;1;1715769052269;263;29;2018
0;2;1715769052274;106;-9;1060
0;1;1715769052285;235;-116;2084
0;2;1715769052292;103;-20;1053
0;1;1715769052302;50;-518;2070
0;2;1715769052307;96;-34;1061
0;1;1715769052319;-104;-899;1890
0;2;1715769052325;156;-42;1174
0;1;1715769052335;-215;-1513;1591
0;2;1715769052342;112;-57;1145
0;1;1715769052352;141;-2304;1291
0;2;1715769052358;117;-69;1178
0;1;1715769052368;630;-2751;1159
0;2;1715769052376;131;-87;1196
0;1;1715769052385;819;-2858;1038
0;2;1715769052393;156;-109;1264
0;1;1715769052401;417;-2543;1052
0;2;1715769052409;193;-116;1360
0;1;1715769052418;-89;-2047;1215
0;2;1715769052426;113;-129;1496
0;1;1715769052435;-760;3497;1072
0;2;1715769052442;134;-143;1488
0;1;1715769052451;-241;114;854
0;2;1715769052460;243;-188;1518
0;1;1715769052468;-131;56;1954
0;2;1715769052475;170;-254;1747
0;1;1715769052484;476;-78;1694
0;2;1715769052493;183;-269;1926
0;1;1715769052501;-83;11;1520
0;2;1715769052510;509;-464;2259
0;1;1715769052517;-453;-30;1605
0;2;1715769052527;519;-435;2449
0;1;1715769052534;-72;-31;1229
0;2;1715769052543;744;-355;2572
0;1;1715769052548;-187;-55;1111
0;2;1715769052560;827;-229;2697
0;1;1715769052567;-98;28;1030
0;2;1715769052577;1206;1070;1578
0;1;1715769052585;-121;-11;1036
0;2;1715769052593;975;623;808
0;1;1715769052602;-110;21;1017
0;2;1715769052611;706;1382;1230
0;1;1715769052618;-111;15;1017
0;2;1715769052627;140;1205;1354
0;1;1715769052635;-107;22;1011
0;2;1715769052644;286;636;1027
0;1;1715769052652;-104;18;1017
0;2;1715769052661;293;533;514
0;1;1715769052668;-113;19;1010
0;2;1715769052677;213;553;419
0;1;1715769052685;-118;17;1009
0;2;1715769052695;-38;642;471
0;1;1715769052701;-108;2;1009
0;2;1715769052711;-86;667;538
0;1;1715769052719;-111;2;1005
0;2;1715769052728;4;648;648
0;1;1715769052735;-108;-3;1009
0;2;1715769052745;125;519;784
0;1;1715769052752;-114;-5;1009
0;2;1715769052761;116;431;874
0;1;1715769052768;-112;-13;1008
0;2;1715769052778;87;297;1094
0;1;1715769052785;-114;-14;1005
0;2;1715769052795;71;212;1318
0;1;1715769052802;-106;-19;1007
0;2;1715769052811;81;120;1428
0;1;1715769052819;-107;-15;1019
0;2;1715769052829;123;-25;1714
0;1;1715769052835;-107;-24;1012
0;2;1715769052844;226;59;2094
0;1;1715769052851;-102;-29;1015
0;2;1715769052862;183;129;2446
0;1;1715769052867;-100;-34;1013
0;2;1715769052880;134;-52;3116
0;1;1715769052885;-104;-38;1026
0;2;1715769052895;215;-333;3275
0;1;1715769052902;-104;-51;1038
0;2;1715769052913;522;-1418;3305
0;1;1715769052918;-106;-51;1083
0;2;1715769052930;792;-2347;2723
0;1;1715769052935;-107;-71;1088
0;2;1715769052946;482;-2876;2226
0;1;1715769052952;-120;-78;1162
0;2;1715769052963;-2332;-5557;1743
0;1;1715769052969;-89;-94;1180
0;2;1715769052980;-2059;-4500;1430
0;1;1715769052985;-81;-118;1171
0;2;1715769052996;-669;-3020;1345
0;1;1715769053001;-114;-129;1256
0;2;1715769053013;718;-1504;1287
0;1;1715769053018;-222;-144;1306
0;2;1715769053030;0;167;6326
0;1;1715769053036;-233;-156;1392
0;2;1715769053047;504;-814;1039
0;1;1715769053052;-87;-153;1550
0;2;1715769053064;623;84;1699
0;1;1715769053069;-182;-168;1596
0;2;1715769053080;-652;-161;1761
0;1;1715769053086;-144;-225;1949
0;2;1715769053097;370;2;1483
0;1;1715769053102;-218;-354;2147
0;2;1715769053113;75;-35;1382
0;1;1715769053119;-284;-371;2399
0;2;1715769053130;63;-40;1221
0;1;1715769053135;-352;-551;2393
0;2;1715769053148;92;8;1083
0;1;1715769053152;-484;-359;2565
0;2;1715769053164;120;25;1045
0;1;1715769053168;-1012;105;2259
0;2;1715769053181;119;47;1027
0;1;1715769053185;-1131;1275;1314
0;2;1715769053197;115;60;1023
0;1;1715769053202;-1055;1033;1879
0;2;1715769053214;108;55;1025
0;1;1715769053218;-556;2217;943
0;2;1715769053232;110;49;1026
0;1;1715769053235;-270;1340;1077
0;2;1715769053248;106;43;1031
0;1;1715769053251;-456;1080;892
0;2;1715769053265;109;42;1029
0;1;1715769053268;-555;813;681
0;2;1715769053283;115;34;1032
0;1;1715769053286;-292;755;794
0;2;1715769053298;114;26;1022
0;1;1715769053302;-216;660;892
0;2;1715769053313;111;29;1028
0;1;1715769053319;-217;409;1049
0;2;1715769053332;105;25;1034
0;1;1715769053334;-273;176;1052
0;2;1715769053349;100;23;1028
0;1;1715769053352;-252;32;1175
0;2;1715769053367;101;20;1038
0;1;1715769053369;-104;3;1392
0;2;1715769053383;108;7;1044
0;1;1715769053387;-69;-58;1559
0;2;1715769053400;105;13;1047
0;1;1715769053402;-76;-115;1761
0;2;1715769053418;118;-1;1065
0;1;1715769053420;-16;-127;2025
0;2;1715769053433;111;-18;1081
0;1;1715769053437;-59;-186;2236
0;2;1715769053451;112;-16;1098
0;1;1715769053452;-166;-208;2429
0;2;1715769053468;122;-37;1114
0;1;1715769053470;-475;-557;2567
0;2;1715769053484;101;-47;1116
0;1;1715769053485;-513;-905;2437
0;2;1715769053502;86;-56;1161
0;1;1715769053503;-365;-1454;2201
0;1;1715769053518;-286;-1598;2072
0;2;1715769053519;60;-72;1177
0;2;1715769053535;84;-91;1164
0;1;1715769053536;197;-1829;1918
0;2;1715769053552;106;-101;1268
0;1;1715769053554;985;-3436;1528
0;2;1715769053568;139;-136;1252
0;1;1715769053569;957;-4531;1342
0;1;1715769053586;685;-3612;1092
0;2;1715769053586;157;-153;1334
0;2;1715769053601;193;-168;1371
0;1;1715769053602;462;-2501;1233
0;1;1715769053619;-858;1149;954
0;2;1715769053619;157;-170;1603
0;1;1715769053636;9;-541;1820
0;2;1715769053636;315;-182;1858
0;1;1715769053652;235;39;2223
0;2;1715769053652;178;-283;2071
0;1;1715769053670;-102;-119;1860
0;2;1715769053670;280;-432;2340
0;1;1715769053685;-336;-98;1774
0;2;1715769053686;326;-416;2729
0;1;1715769053702;-85;-141;1469
0;2;1715769053703;610;-348;2727
0;1;1715769053720;-102;39;1091
0;2;1715769053720;884;-383;2734
0;1;1715769053736;-128;14;1033
0;2;1715769053737;960;1478;1119
0;1;1715769053753;-109;10;1026
0;2;1715769053754;987;890;1688
0;1;1715769053768;-101;26;1015
0;2;1715769053770;616;1636;916
0;1;1715769053786;-96;25;1010
0;2;1715769053788;182;1040;942
0;1;1715769053803;-97;20;1021
0;2;1715769053804;230;714;613
0;1;1715769053818;-102;24;1019
0;2;1715769053821;283;591;364
0;1;1715769053836;-104;17;1008
0;2;1715769053838;70;713;431
0;1;1715769053851;-101;13;1009
0;2;1715769053854;-65;762;549
0;1;1715769053869;-102;1;1010
0;2;1715769053872;-99;642;864
0;1;1715769053886;-97;-5;1005
0;2;1715769053887;-1;553;898
0;1;1715769053902;-89;-12;1016
0;2;1715769053905;171;371;991
0;1;1715769053919;-92;-11;1009
0;2;1715769053922;220;179;1204
0;1;1715769053935;-88;-19;1004
0;2;1715769053938;212;112;1350
0;1;1715769053952;-96;-19;999
0;2;1715769053956;153;-28;1588
0;1;1715769053970;-90;-18;1006
0;2;1715769053971;82;-165;1817
0;1;1715769053985;-95;-23;1010
0;2;1715769053989;80;-274;1995
0;1;1715769054003;-82;-25;1008
0;2;1715769054006;19;-414;2376
0;1;1715769054018;-86;-20;1022
0;2;1715769054024;71;-600;2554
0;1;1715769054036;-79;-23;1036
0;2;1715769054040;200;-763;2554
0;1;1715769054052;-84;-30;1037
0;2;1715769054057;568;-1082;2404
0;1;1715769054068;-85;-33;1050
0;2;1715769054073;961;-1292;2144
0;1;1715769054086;-99;-39;1155
0;2;1715769054089;1031;-1327;1971
0;1;1715769054101;-80;-57;1099
0;2;1715769054107;472;-1686;1661
0;1;1715769054119;-115;-67;1129
0;2;1715769054124;-14;-2294;1394
0;1;1715769054135;-82;-74;1089
0;2;1715769054140;-511;-3257;1111
0;1;1715769054152;-93;-96;1105
0;2;1715769054157;-687;-2994;995
0;1;1715769054169;-98;-117;1142
0;2;1715769054173;-353;-2122;982
0;1;1715769054184;-135;-135;1148
0;2;1715769054191;472;-1147;893
0;1;1715769054202;-132;-148;1192
0;2;1715769054208;626;-724;1047
0;1;1715769054218;-151;-180;1195
0;2;1715769054224;-1214;1433;-431
0;1;1715769054235;-125;-189;1212
0;2;1715769054242;-688;-649;1593
0;1;1715769054253;-140;-223;1283
0;2;1715769054257;-565;-32;2153
0;1;1715769054268;-161;-250;1306
0;2;1715769054275;190;18;1730
0;1;1715769054286;-119;-289;1343
0;2;1715769054292;325;45;1775
0;1;1715769054303;-169;-390;1458
0;2;1715769054308;95;-38;1269
0;1;1715769054319;-209;-439;1571
0;2;1715769054325;261;-142;1198
0;1;1715769054336;-270;-489;1616
0;2;1715769054341;75;36;1032
0;1;1715769054353;-261;-539;1674
0;2;1715769054359;117;32;1042
0;1;1715769054369;-307;-526;1494
0;2;1715769054376;114;40;1031
0;1;1715769054387;-474;-890;1278
0;2;1715769054392;105;41;1037
0;1;1715769054403;-838;-238;748
0;2;1715769054409;108;32;1023
0;1;1715769054420;-806;530;379
0;2;1715769054425;106;38;1031
0;1;1715769054436;-617;994;1385
0;2;1715769054442;105;39;1035
0;1;1715769054454;-209;577;663
0;2;1715769054460;97;32;1028
0;1;1715769054470;-340;569;433
0;2;1715769054475;99;30;1024
0;1;1715769054487;-335;472;567
0;2;1715769054493;107;27;1030
0;1;1715769054503;-166;367;591
0;2;1715769054510;100;15;1026
0;1;1715769054520;-10;282;695
0;2;1715769054526;100;16;1018
0;1;1715769054538;-49;234;812
0;2;1715769054544;102;14;1025
0;1;1715769054554;-4;206;903
0;2;1715769054559;99;14;1030
0;1;1715769054570;232;132;1099
0;2;1715769054577;101;14;1028
0;1;1715769054588;474;24;1245
0;2;1715769054594;104;16;1025
0;1;1715769054603;572;-13;1312
0;2;1715769054610;103;13;1029
0;1;1715769054621;654;-80;1452
0;2;1715769054628;103;11;1027
0;1;1715769054639;612;-111;1513
0;2;1715769054645;99;11;1025
0;1;1715769054654;545;-157;1516
0;2;1715769054661;106;11;1030
0;1;1715769054672;565;-220;1518
0;2;1715769054678;103;12;1029
0;1;1715769054687;585;-214;1536
0;2;1715769054696;105;16;1026
0;1;1715769054704;684;-169;1562
0;1;1715769054704;684;-169;1562
0;2;1715769054712;115;16;1039
0;1;1715769054722;652;-93;1471
0;1;1715769054722;652;-93;1471
0;2;1715769054729;108;14;1034
0;1;1715769054737;645;3;1453
0;1;1715769054742;645;49;1423
0;2;1715769054745;101;15;1030
0;1;1715769054755;652;107;1387
0;2;1715769054762;103;14;1027
0;1;1715769054772;746;141;1346
0;1;1715769054772;879;122;1313
0;2;1715769054779;100;11;1030
0;1;1715769054788;1162;-16;1275
0;1;1715769054788;1211;-104;1246
0;2;1715769054796;106;9;1026
0;1;1715769054806;1182;-210;1209
0;1;1715769054806;1182;-210;1209
0;2;1715769054812;104;5;1023
0;1;1715769054822;1239;-315;1197
0;1;1715769054822;1287;-336;1177
0;2;1715769054829;113;9;1036
0;1;1715769054839;1196;-416;1102
0;1;1715769054845;980;-553;1017
0;2;1715769054846;109;13;1062
0;2;1715769054863;107;9;1065
0;1;1715769054873;645;-750;909
0;2;1715769054880;111;5;1123
0;1;1715769054889;868;-736;1160
0;2;1715769054897;70;-12;1252
0;1;1715769054906;-326;5;1714
0;2;1715769054913;130;-1;1429
0;1;1715769054924;-116;-97;1192
0;2;1715769054929;182;26;1647
0;1;1715769054939;92;-46;1263
0;2;1715769054947;307;35;1931
0;1;1715769054957;-142;43;1008
0;2;1715769054963;226;13;1918
0;1;1715769054974;-115;-15;1018
0;2;1715769054980;227;-37;1972
0;1;1715769054989;-110;17;1005
0;2;1715769054998;-79;35;1814
0;1;1715769055004;-105;15;1004
0;2;1715769055015;-676;19;1538
0;1;1715769055024;-70;9;1029
0;2;1715769055031;-303;244;1380
0;1;1715769055040;-74;17;1025
0;2;1715769055048;776;1337;782
0;1;1715769055058;-72;29;1017
0;2;1715769055065;1091;1322;542
0;1;1715769055073;-83;23;1014
0;2;1715769055082;1116;1320;519
0;1;1715769055091;-81;21;1012
0;2;1715769055099;1115;1391;600
0;1;1715769055108;-87;20;1004
0;2;1715769055115;1146;1203;563
0;1;1715769055124;-86;21;1006
0;2;1715769055132;1197;999;582
0;1;1715769055141;-92;22;1005
0;2;1715769055149;1204;759;751
0;1;1715769055158;-91;20;1010
0;2;1715769055166;1301;565;825
0;1;1715769055174;-91;25;1004
0;2;1715769055182;1409;307;1002
0;1;1715769055191;-94;19;1002
0;2;1715769055199;1422;186;1240
0;1;1715769055207;-93;18;1008
0;2;1715769055215;1507;-6;1476
0;1;1715769055225;-98;19;1007
0;2;1715769055233;1604;-301;1639
0;1;1715769055241;-94;21;1006
0;2;1715769055249;1561;-469;1730
0;1;1715769055257;-96;15;1003
0;2;1715769055266;1868;-664;1651
0;1;1715769055274;-89;18;1010
0;2;1715769055284;2180;-917;1395
0;1;1715769055290;-90;15;1006
0;2;1715769055299;2160;-1072;1274
0;1;1715769055308;-89;14;1003
0;2;1715769055317;2188;-1326;1064
0;1;1715769055324;-89;20;1007
0;2;1715769055335;1402;-1479;1057
0;1;1715769055342;-94;14;1009
0;2;1715769055350;795;-1389;1225
0;1;1715769055357;-94;9;1004
0;2;1715769055368;427;-1215;1113
0;1;1715769055374;-93;11;1014
0;2;1715769055383;612;-1257;894
0;1;1715769055391;-93;10;1006
0;2;1715769055401;42;-1996;1093
0;1;1715769055407;-92;13;1008
